number,value,datetime_start,datetime_complete,duration,params_balancing,params_drop_correlated,params_feature_selection,params_leaf_size,params_n_jobs,params_n_neighbors,params_number_features,params_outlier,params_p,params_scaling,params_weights,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.07407407407407408,2022-10-09 14:17:58.059776,2022-10-09 14:18:10.013148,0 days 00:00:11.953372,no,no,ANOVA,45,2,3,22.0,capped,3,Robust,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=45,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=3,
                                                                        weights='distance'),
                                             number=22,
                                             scaling_indicator='yes'))])",no,no,,no,ANOVA,no,22.0,capped,Robust,1.0,1.0,1.0,1.0,1.0,1.0,0.05846679478966474,0.5286604361370717,0.07407407407407408,0.0637892958604684,0.08333333333333333,0.06666666666666667,COMPLETE
1,0.09499647639182522,2022-10-09 14:18:10.268306,2022-10-09 14:18:16.685428,0 days 00:00:06.417122,smotetomek,yes,FeatureImportance_ET,15,2,9,21.0,capped,1,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=15,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=21,
                                             scaling_indicator='yes'))])",smotetomek,no,,yes,FeatureImportance_ET,no,21.0,capped,Combine,1.0,1.0,1.0,1.0,1.0,1.0,0.05033012749875055,0.5289156538399661,0.09499647639182522,0.03437963095629217,0.06232917409387998,0.20000000000000004,COMPLETE
2,0.0,2022-10-09 14:18:16.938099,2022-10-09 14:18:29.849999,0 days 00:00:12.911900,no,,FeatureWiz,15,2,5,,capped,3,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=15,
                                                                        n_jobs=2,
                                                                        p=3),
                                             scaling_indicator='yes'))])",no,no,,no,FeatureWiz,no,,capped,Combine,0.04477616931344322,0.5,0.0,0.0,0.0,0.0,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
3,0.0,2022-10-09 14:18:30.116227,2022-10-09 14:18:34.893131,0 days 00:00:04.776904,no,yes,ANOVA,30,2,3,29.0,capped,3,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=3,
                                                                        weights='distance'),
                                             number=29,
                                             scaling_indicator='yes'))])",no,no,,yes,ANOVA,no,29.0,capped,Combine,1.0,1.0,1.0,1.0,1.0,1.0,0.04477631859918855,0.496877422374329,0.0,-0.01371008763732446,0.0,0.0,COMPLETE
4,0.0,2022-10-09 14:18:35.110387,2022-10-09 14:18:37.760740,0 days 00:00:02.650353,no,no,ANOVA,25,2,11,16.0,capped,1,Standard,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=25,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=1),
                                             number=16,
                                             scaling_indicator='yes'))])",no,no,,no,ANOVA,no,16.0,capped,Standard,0.06069712382500175,0.5083333333333333,0.031746031746031744,0.072930678773256,0.3333333333333333,0.016666666666666666,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
5,0.15400749671849415,2022-10-09 14:18:37.948990,2022-10-09 14:18:40.468988,0 days 00:00:02.519998,smotetomek,no,ANOVA,18,2,3,20.0,capped,4,Standard,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=18,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=4,
                                                                        weights='distance'),
                                             number=20,
                                             scaling_indicator='yes'))])",smotetomek,no,,no,ANOVA,no,20.0,capped,Standard,1.0,1.0,1.0,1.0,1.0,1.0,0.06712715625588965,0.6037002910505609,0.15400749671849415,0.11569191541912142,0.09923130677847658,0.3666666666666667,COMPLETE
6,0.08720206996069065,2022-10-09 14:18:40.666317,2022-10-09 14:18:46.432521,0 days 00:00:05.766204,smotetomek,yes,ANOVA,32,2,3,14.0,capped,3,Combine,distance,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=32,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        p=3,
                                                                        weights='distance'),
                                             number=14,
                                             scaling_indicator='yes'))])",smotetomek,no,,yes,ANOVA,no,14.0,capped,Combine,1.0,1.0,1.0,1.0,1.0,1.0,0.04820725769439738,0.522910359352376,0.08720206996069065,0.032036853478700084,0.06504788541401814,0.13333333333333333,COMPLETE
7,0.08727699122101157,2022-10-09 14:18:46.626491,2022-10-09 14:19:20.905091,0 days 00:00:34.278600,smoteenc,no,BorutaShap,13,2,7,,retained,3,Standard,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='BorutaShap',
                                             model=KNeighborsClassifier(leaf_size=13,
                                                                        n_jobs=2,
                                                                        n_neighbors=7,
                                                                        p=3),
                                             scaling_indicator='yes'))])",smoteenc,no,,no,BorutaShap,no,,retained,Standard,0.11370480449121305,0.8132831597966671,0.2038333253621399,0.2668441981497691,0.11370480449121305,1.0,0.04661961284201033,0.5172436488087403,0.08727699122101157,0.014384507934664614,0.04786486425060616,0.5,COMPLETE
8,0.09663671104294076,2022-10-09 14:19:21.132764,2022-10-09 14:19:32.652441,0 days 00:00:11.519677,smotetomek,,FeatureWiz,20,2,11,,retained,2,Robust,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=20,
                                                                        n_jobs=2,
                                                                        n_neighbors=11),
                                             scaling_indicator='yes'))])",smotetomek,no,,no,FeatureWiz,no,,retained,Robust,0.07694444952002412,0.7070031298904539,0.14430642464389518,0.17345873235315734,0.0781793601335633,0.9500000000000001,0.051784710095885596,0.5485067204890819,0.09663671104294076,0.04072219816944897,0.05193212365591398,0.7000000000000001,COMPLETE
9,0.0,2022-10-09 14:19:32.830939,2022-10-09 14:19:51.861009,0 days 00:00:19.030070,no,yes,BorutaShap,41,2,7,,capped,3,Combine,uniform,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=KNeighborsClassifier(leaf_size=41,
                                                                        n_jobs=2,
                                                                        n_neighbors=7,
                                                                        p=3),
                                             scaling_indicator='yes'))])",no,no,,yes,BorutaShap,no,,capped,Combine,0.04477616931344322,0.5,0.0,0.0,0.0,0.0,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
