number,value,datetime_start,datetime_complete,duration,params_balancing,params_boosting_type,params_device_type,params_drop_correlated,params_drop_rate,params_feature_selection,params_gpu_use_dp,params_is_unbalance,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_split_gain,params_missing,params_n_estimators,params_num_leaves,params_number_features,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.08461538461538463,2022-10-09 18:36:32.347233,2022-10-09 18:36:36.159783,0 days 00:00:03.812550,,gbdt,gpu,,,,False,true,0.08342360697528756,63,7,96,2.5573467197226183,yes,100,1890,29.0,0.6124638571417054,0.15821430175348977,0.7531923985828232,3,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.08342360697528756,
                                                                  max_bin=63,
                                                                  max_depth=7,
                                                                  min_child_samples=96,
                                                                  min_split_gain=2.5573467197226183,
                                                                  num_leaves=1890,
                                                                  random_state=120,
                                                                  reg_alpha=0.6124638571417054,
                                                                  reg_lambda=0.15821430175348977,
                                                                  subsample=0.7531923985828232,
                                                                  subsample_freq=3),
                                             number=29))])",no,no,,no,FeatureImportance_self,yes,29.0,retained,no,0.741419074752408,0.9917959487343002,0.8513207935039572,0.8538781140179044,0.741419074752408,1.0,0.052495425493531256,0.5362453015079051,0.08461538461538463,0.04609095692383534,0.067816091954023,0.13333333333333333,COMPLETE
1,0.1022126022126022,2022-10-09 18:36:36.387824,2022-10-09 18:36:56.497353,0 days 00:00:20.109529,smoteenn,dart,gpu,no,0.013360426928449692,FeatureImportance_ET,False,false,0.06354359021446243,63,3,24,0.3273635407034569,no,100,583,6.0,12.843198269917593,0.1584490554179939,0.5876019879140328,7,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                  device_type='gpu',
                                                                  drop_rate=0.013360426928449692,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.06354359021446243,
                                                                  max_bin=63,
                                                                  max_depth=3,
                                                                  min_child_samples=24,
                                                                  min_split_gain=0.3273635407034569,
                                                                  num_leaves=583,
                                                                  random_state=120,
                                                                  reg_alpha=12.843198269917593,
                                                                  reg_lambda=0.1584490554179939,
                                                                  subsample=0.5876019879140328,
                                                                  subsample_freq=7),
                                             number=6))])",smoteenn,no,,no,FeatureImportance_ET,no,6.0,retained,no,0.06643511548337798,0.6153675239048132,0.15757701531082827,0.12291870975097237,0.09864612511671335,0.4166666666666667,0.054760265720877464,0.5615235546195135,0.1022126022126022,0.05412701498846007,0.06068927710718756,0.3666666666666667,COMPLETE
2,0.1045818990091436,2022-10-09 18:36:56.728682,2022-10-09 18:37:09.641618,0 days 00:00:12.912936,smotetomek,gbdt,gpu,no,,ANOVA,False,false,0.0472783120902774,63,10,11,5.591147681992537,no,100,3224,1.0,11.78701864440059,0.8752936043168298,0.9026643068362906,4,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.0472783120902774,
                                                                  max_bin=63,
                                                                  max_depth=10,
                                                                  min_child_samples=11,
                                                                  min_split_gain=5.591147681992537,
                                                                  num_leaves=3224,
                                                                  random_state=120,
                                                                  reg_alpha=11.78701864440059,
                                                                  reg_lambda=0.8752936043168298,
                                                                  subsample=0.9026643068362906,
                                                                  subsample_freq=4),
                                             number=1))])",smotetomek,no,,no,ANOVA,no,1.0,retained,no,0.05671289060756771,0.5976186811213364,0.1143216667250581,0.08286449002044628,0.06251660555821244,0.6999999999999998,0.055106089875175936,0.5886548783876676,0.1045818990091436,0.0783439987214225,0.056569733156420464,0.7333333333333334,COMPLETE
3,0.08571463507085825,2022-10-09 18:37:09.872128,2022-10-09 18:37:13.718104,0 days 00:00:03.845976,,dart,gpu,,0.2204236331862228,,False,false,0.01339882975630192,63,5,76,0.37937408088173225,yes,100,2415,21.0,0.12367910598811556,5.518432395087113,0.8063615736488038,3,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                  device_type='gpu',
                                                                  drop_rate=0.2204236331862228,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.01339882975630192,
                                                                  max_bin=63,
                                                                  max_depth=5,
                                                                  min_child_samples=76,
                                                                  min_split_gain=0.37937408088173225,
                                                                  num_leaves=2415,
                                                                  random_state=120,
                                                                  reg_alpha=0.12367910598811556,
                                                                  reg_lambda=5.518432395087113,
                                                                  subsample=0.8063615736488038,
                                                                  subsample_freq=3),
                                             number=21))])",no,no,,no,FeatureImportance_self,yes,21.0,retained,no,0.04477616931344322,0.5,0.08571437324045057,0.0,0.04477616931344322,1.0,0.04477631859918855,0.5,0.08571463507085825,0.0,0.04477631859918855,1.0,COMPLETE
4,0.16934046345811052,2022-10-09 18:37:13.956829,2022-10-09 18:37:33.350707,0 days 00:00:19.393878,no,gbdt,gpu,no,,ANOVA,False,true,0.1522111053212275,63,12,23,0.19434799164154562,no,100,3904,6.0,2.6394938042194647,73.78029766006897,0.6144535945360098,9,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.1522111053212275,
                                                                  max_bin=63,
                                                                  max_depth=12,
                                                                  min_child_samples=23,
                                                                  min_split_gain=0.19434799164154562,
                                                                  num_leaves=3904,
                                                                  random_state=120,
                                                                  reg_alpha=2.6394938042194647,
                                                                  reg_lambda=73.78029766006897,
                                                                  subsample=0.6144535945360098,
                                                                  subsample_freq=9),
                                             number=6))])",no,no,,no,ANOVA,no,6.0,retained,no,0.14666616391345866,0.7484777517564402,0.23096141389839916,0.2631459114997416,0.14303959131545338,0.6,0.08153516264502812,0.5939749608763693,0.16934046345811052,0.14694093740217665,0.13888888888888887,0.2333333333333333,COMPLETE
5,0.12535612535612536,2022-10-09 18:37:33.564423,2022-10-09 18:38:50.581773,0 days 00:01:17.017350,smoteenc,gbdt,gpu,yes,,BorutaShap,False,true,0.05731945674839826,63,11,39,0.20023006277702304,no,100,3056,,1.3513103383204637,0.35876230963971323,0.7751063356012957,4,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.05731945674839826,
                                                                  max_bin=63,
                                                                  max_depth=11,
                                                                  min_child_samples=39,
                                                                  min_split_gain=0.20023006277702304,
                                                                  num_leaves=3056,
                                                                  random_state=120,
                                                                  reg_alpha=1.3513103383204637,
                                                                  reg_lambda=0.35876230963971323,
                                                                  subsample=0.7751063356012957,
                                                                  subsample_freq=4)))])",smoteenc,no,,yes,BorutaShap,no,,retained,no,0.9522388084656721,0.975,0.9739091318038686,0.9733355954486146,1.0,0.9500000000000001,0.06807646451704748,0.5421825866935778,0.12535612535612536,0.11115789712264097,0.19444444444444442,0.10000000000000002,COMPLETE
6,0.08917478760129934,2022-10-09 18:38:50.796054,2022-10-09 18:40:12.794669,0 days 00:01:21.998615,smoteenc,dart,gpu,yes,0.192258789136928,BorutaShap,False,true,0.07115551312022678,63,5,41,8.58768176660649,no,100,2104,,32.03446940886171,37.426369108039495,0.5448322441663604,9,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(boosting_type='dart',
                                                                  device_type='gpu',
                                                                  drop_rate=0.192258789136928,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.07115551312022678,
                                                                  max_bin=63,
                                                                  max_depth=5,
                                                                  min_child_samples=41,
                                                                  min_split_gain=8.58768176660649,
                                                                  num_leaves=2104,
                                                                  random_state=120,
                                                                  reg_alpha=32.03446940886171,
                                                                  reg_lambda=37.426369108039495,
                                                                  subsample=0.5448322441663604,
                                                                  subsample_freq=9)))])",smoteenc,no,,yes,BorutaShap,no,,retained,no,0.06630363720668549,0.624573763161849,0.14172148505898963,0.11398685736633074,0.08181729790644054,0.5499999999999999,0.051799288292370425,0.5335746566627178,0.08917478760129934,0.02702113268756723,0.05078881145954317,0.39999999999999997,COMPLETE
7,0.09690490510148557,2022-10-09 18:40:13.021476,2022-10-09 18:40:35.692317,0 days 00:00:22.670841,smoteenn,gbdt,gpu,yes,,MutualInformation,False,false,0.22168158748721747,63,4,82,5.500372306459446,no,100,2074,3.0,2.908400369583997,0.2763453112690112,0.689509075315163,2,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.22168158748721747,
                                                                  max_bin=63,
                                                                  max_depth=4,
                                                                  min_child_samples=82,
                                                                  min_split_gain=5.500372306459446,
                                                                  num_leaves=2074,
                                                                  random_state=120,
                                                                  reg_alpha=2.908400369583997,
                                                                  reg_lambda=0.2763453112690112,
                                                                  subsample=0.689509075315163,
                                                                  subsample_freq=2),
                                             number=3))])",smoteenn,no,,yes,MutualInformation,no,3.0,retained,no,0.07446305156645928,0.6883980568291351,0.14720502392489185,0.1581523288540034,0.08108736031113621,0.8166666666666668,0.04987676830368909,0.5443332894563643,0.09690490510148557,0.03764837573452,0.05435327278421547,0.4666666666666666,COMPLETE
8,0.03508771929824562,2022-10-09 18:40:35.917002,2022-10-09 18:40:39.532643,0 days 00:00:03.615641,,dart,gpu,,0.001008319332289844,,False,true,0.11655160217535138,63,10,36,2.0799873539547717,yes,100,1521,13.0,95.42972537753117,0.21692526577551854,0.5443938335535246,3,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                  device_type='gpu',
                                                                  drop_rate=0.001008319332289844,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.11655160217535138,
                                                                  max_bin=63,
                                                                  max_depth=10,
                                                                  min_child_samples=36,
                                                                  min_split_gain=2.0799873539547717,
                                                                  num_leaves=1521,
                                                                  random_state=120,
                                                                  reg_alpha=95.42972537753117,
                                                                  reg_lambda=0.21692526577551854,
                                                                  subsample=0.5443938335535246,
                                                                  subsample_freq=3),
                                             number=13))])",no,no,,no,FeatureImportance_self,yes,13.0,retained,no,0.1959836263645943,0.7070443608829663,0.36124245569522934,0.37642251238205066,0.4612573099415204,0.45,0.04698525399198045,0.5049332338788703,0.03508771929824562,0.005053304735237153,0.037037037037037035,0.03333333333333333,COMPLETE
9,0.0,2022-10-09 18:40:39.774522,2022-10-09 18:40:44.581358,0 days 00:00:04.806836,,gbdt,gpu,,,,False,false,0.06275210741847828,63,8,55,5.1956137024303795,yes,100,835,13.0,1.1110043406507517,22.473772595393235,0.5933831065947678,3,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.06275210741847828,
                                                                  max_bin=63,
                                                                  max_depth=8,
                                                                  min_child_samples=55,
                                                                  min_split_gain=5.1956137024303795,
                                                                  num_leaves=835,
                                                                  random_state=120,
                                                                  reg_alpha=1.1110043406507517,
                                                                  reg_lambda=22.473772595393235,
                                                                  subsample=0.5933831065947678,
                                                                  subsample_freq=3),
                                             number=13))])",no,no,,no,FeatureImportance_self,yes,13.0,retained,no,0.04477616931344322,0.5,0.0,0.0,0.0,0.0,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
