number,value,datetime_start,datetime_complete,duration,params_balancing,params_drop_correlated,params_feature_selection,params_learning_rate,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.07747685584497728,2022-10-09 16:25:44.100611,2022-10-09 16:26:05.796778,0 days 00:00:21.696167,smotetomek,no,Lasso,0.2269400239799676,100,22.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=AdaBoostClassifier(learning_rate=0.2269400239799676,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=22))])",smotetomek,no,,no,Lasso,no,22.0,retained,no,0.3770685259250282,0.9117408024023733,0.5690476190476191,0.5848053080322799,0.4216716716716717,0.8789473684210526,0.04561349670094064,0.5179693251234649,0.07747685584497728,0.018752093735938825,0.05126262626262627,0.17037037037037037,COMPLETE
1,0.1233816425120773,2022-10-09 16:26:06.025499,2022-10-09 16:26:07.378368,0 days 00:00:01.352869,smoteenc,no,ANOVA,0.05036148301698937,100,22.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.05036148301698937,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=22))])",smoteenc,no,,no,ANOVA,no,22.0,retained,no,0.10868702862839448,0.7078173045559332,0.24541423009275265,0.23690547822321048,0.15808457711442786,0.5499999999999999,0.05794669108570454,0.5617643904270203,0.1233816425120773,0.07596173246233869,0.0867867867867868,0.27037037037037037,COMPLETE
2,0.07551942186088527,2022-10-09 16:26:07.584523,2022-10-09 16:26:20.740709,0 days 00:00:13.156186,smoteenc,,FeatureWiz,0.01359126153661051,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostClassifier(learning_rate=0.01359126153661051,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smoteenc,no,,no,FeatureWiz,no,,retained,no,0.20040663360921748,0.7682030684731531,0.3938024310905666,0.38292860030633324,0.2926731078904992,0.6043859649122808,0.04532148697507441,0.5107288939591165,0.07551942186088527,0.015062862481571336,0.052724358974358974,0.13703703703703704,COMPLETE
3,0.07654320987654321,2022-10-09 16:26:20.966864,2022-10-09 16:26:22.885533,0 days 00:00:01.918669,smotetomek,no,FeatureImportance_ET,0.646571763682431,100,9.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.646571763682431,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=9))])",smotetomek,no,,no,FeatureImportance_ET,no,9.0,retained,no,0.10914036021542073,0.6949254726904229,0.25281211716226754,0.2373786551853824,0.16959502179627964,0.5,0.045206965888091755,0.5156401893534972,0.07654320987654321,0.017504395323725375,0.051953522149600584,0.17037037037037037,COMPLETE
4,0.0,2022-10-09 16:26:23.076049,2022-10-09 16:26:27.448615,0 days 00:00:04.372566,no,yes,MutualInformation,0.506434091319166,100,8.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='MutualInformation',
                                             model=AdaBoostClassifier(learning_rate=0.506434091319166,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=8))])",no,no,,yes,MutualInformation,no,8.0,retained,no,0.8708913539454016,0.9324561403508772,0.9231584525702173,0.9250703878786468,1.0,0.8649122807017543,0.04334828101644245,0.4937548447486581,0.0,-0.022980106988483368,0.0,0.0,COMPLETE
5,0.09170506395811612,2022-10-09 16:26:27.651639,2022-10-09 16:26:38.971078,0 days 00:00:11.319439,smoteenn,,FeatureWiz,0.03333504335977492,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostClassifier(learning_rate=0.03333504335977492,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smoteenn,no,,no,FeatureWiz,no,,retained,no,0.2539319086304952,0.9004245152633757,0.41861548697210643,0.46275440718598276,0.2729190640583045,0.9149122807017543,0.04679580848757553,0.5240450665223602,0.09170506395811612,0.030291136000118277,0.06039718499951798,0.2074074074074074,COMPLETE
6,0.08143939393939394,2022-10-09 16:26:39.167384,2022-10-09 16:26:43.831384,0 days 00:00:04.664000,smotetomek,yes,ANOVA,0.31351008000289554,100,3.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.31351008000289554,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=3))])",smotetomek,no,,yes,ANOVA,no,3.0,retained,no,0.09388117081525772,0.7185932969111765,0.2037421986338395,0.21041897744753427,0.12097063105501056,0.6543859649122807,0.04598849912751258,0.5128176814434547,0.08143939393939394,0.01240967382429104,0.047835497835497835,0.2740740740740741,COMPLETE
7,0.13659390255134937,2022-10-09 16:26:44.042102,2022-10-09 16:26:45.275252,0 days 00:00:01.233150,smotetomek,no,ANOVA,0.399038307355477,100,13.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.399038307355477,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=13))])",smotetomek,no,,no,ANOVA,no,13.0,retained,no,0.12351740744624501,0.7023478566731614,0.26435574229691877,0.24999956673133963,0.18158098324283292,0.5850877192982457,0.05962656071223454,0.5813001233430349,0.13659390255134937,0.09734565731036454,0.10012644223170537,0.34074074074074073,COMPLETE
8,0.11869840855348102,2022-10-09 16:26:45.490499,2022-10-09 16:26:47.302611,0 days 00:00:01.812112,smotetomek,no,FeatureImportance_ET,0.06596309686972748,100,12.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.06596309686972748,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=12))])",smotetomek,no,,no,FeatureImportance_ET,no,12.0,retained,no,0.09121648790636282,0.6599743654140354,0.21689809361042242,0.19257158819923212,0.14444444444444446,0.44649122807017544,0.05748613887381441,0.5794638721912646,0.11869840855348102,0.08133149195106507,0.07731567203152447,0.3074074074074074,COMPLETE
9,0.08337523043405397,2022-10-09 16:26:47.549254,2022-10-09 16:27:15.324544,0 days 00:00:27.775290,smoteenn,no,BorutaShap,0.10634806958417438,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='BorutaShap',
                                             model=AdaBoostClassifier(learning_rate=0.10634806958417438,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smoteenn,no,,no,BorutaShap,no,,retained,no,0.503818725557856,0.9769564564069299,0.6675349342016009,0.6920370291001708,0.503818725557856,1.0,0.04637983877416696,0.5193178106367523,0.08337523043405397,0.02734731504793363,0.06095679012345678,0.13703703703703704,COMPLETE
