number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_balancing,params_boosting_type,params_drop_correlated,params_feature_selection,params_iterations,params_l2_leaf_reg,params_learning_rate,params_loss_function,params_max_depth,params_missing,params_nan_mode,params_number_features,params_random_strength,params_task_type,params_verbose,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.03174603174603175,2022-10-09 21:00:05.096699,2022-10-09 21:00:16.332560,0 days 00:00:11.235861,SqrtBalanced,,Plain,,,100,6,0.28466727514410084,Logloss,8,yes,Min,7.0,1.7677116470878762,GPU,False,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_self',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF33F70>,
                                             number=7))])",no,no,,no,FeatureImportance_self,yes,7.0,retained,no,1.0,1.0,1.0,1.0,1.0,1.0,0.04631185331857978,0.5088419405320814,0.03174603174603175,0.016900638561839623,0.030303030303030304,0.03333333333333333,COMPLETE
1,0.02666666666666667,2022-10-09 21:00:16.535848,2022-10-09 21:00:22.663704,0 days 00:00:06.127856,SqrtBalanced,,Plain,,,100,2,0.07578658983709374,Logloss,5,yes,Min,3.0,1.9672973771441031,GPU,False,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_self',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8CD6AF5B0>,
                                             number=3))])",no,no,,no,FeatureImportance_self,yes,3.0,retained,no,0.8629288862631214,0.9726562471367366,0.9267441860465117,0.9240621667200731,0.9065217391304348,0.9499999999999998,0.04550377251049897,0.49790560601406986,0.02666666666666667,-0.01238667709966027,0.022222222222222223,0.03333333333333333,COMPLETE
2,0.0,2022-10-09 21:00:22.850699,2022-10-09 21:00:27.965942,0 days 00:00:05.115243,None,,Plain,,,100,3,0.07841496619531045,Logloss,4,yes,Min,8.0,1.025781391677025,GPU,False,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_self',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8AE090D60>,
                                             number=8))])",no,no,,no,FeatureImportance_self,yes,8.0,retained,no,0.44278832809997226,0.7083333333333334,0.5855379188712523,0.635167891184946,1.0,0.4166666666666667,0.04477631859918855,0.49452269170579033,0.0,-0.013002027731470545,0.0,0.0,COMPLETE
3,0.08134920634920635,2022-10-09 21:00:28.165717,2022-10-09 21:00:58.087849,0 days 00:00:29.922132,Balanced,smoteenn,Plain,yes,MutualInformation,100,10,0.014400123048822207,Logloss,5,no,Min,14.0,2.6333400054169895,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='MutualInformation',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8AE092EF0>,
                                             number=14))])",smoteenn,no,,yes,MutualInformation,no,14.0,retained,no,0.19195399544855998,0.8515556911597087,0.3436110814751591,0.38167183529761467,0.21561972829179185,0.85,0.048000604330807106,0.5182615944890526,0.08134920634920635,0.01667233650440533,0.050090487197405435,0.23333333333333336,COMPLETE
4,0.061640159939944976,2022-10-09 21:00:58.335743,2022-10-09 21:01:22.057729,0 days 00:00:23.721986,SqrtBalanced,smoteenn,Plain,yes,MutualInformation,100,9,0.0108017062304733,Logloss,6,no,Min,6.0,0.435348273075623,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='MutualInformation',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF4D630>,
                                             number=6))])",smoteenn,no,,yes,MutualInformation,no,6.0,retained,no,0.11892033205308174,0.7800858887386249,0.22493963223175062,0.2594415746035739,0.13083241768833373,0.8500000000000001,0.04930017407036489,0.4934667193190294,0.061640159939944976,-0.009666096001863292,0.034413856432071815,0.3666666666666667,COMPLETE
5,0.0303030303030303,2022-10-09 21:01:22.251466,2022-10-09 21:01:29.363166,0 days 00:00:07.111700,SqrtBalanced,,Plain,,,100,2,0.26629298198440127,Logloss,6,yes,Min,7.0,0.36729938243607485,GPU,False,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_self',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8C53AF490>,
                                             number=7))])",no,no,,no,FeatureImportance_self,yes,7.0,retained,no,1.0,1.0,1.0,1.0,1.0,1.0,0.046059328066054527,0.5065018355198689,0.0303030303030303,0.007944800699045719,0.027777777777777776,0.03333333333333333,COMPLETE
6,0.07393483709273183,2022-10-09 21:01:29.566056,2022-10-09 21:01:49.294431,0 days 00:00:19.728375,None,smotetomek,Plain,no,ANOVA,100,7,0.042800133842380725,Logloss,4,no,Min,13.0,0.34057203270042313,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor10', 'Sensor11',
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF79360>,
                                             number=13))])",smotetomek,no,,no,ANOVA,no,13.0,retained,no,0.135595147943997,0.6880378812034319,0.2967032967032967,0.2790837866868967,0.25114026866604183,0.4666666666666666,0.0492686851431246,0.5160991912012052,0.07393483709273183,0.019349504695694922,0.052188552188552194,0.16666666666666666,COMPLETE
7,0.0,2022-10-09 21:01:49.504326,2022-10-09 21:01:56.761753,0 days 00:00:07.257427,None,,Plain,,,100,3,0.014679436205005452,Logloss,6,yes,Min,8.0,7.4378228870614125,GPU,False,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_self',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF79F00>,
                                             number=8))])",no,no,,no,FeatureImportance_self,yes,8.0,retained,no,0.09253568884742329,0.525,0.09235209235209235,0.17618115412645066,0.6666666666666666,0.05000000000000001,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
8,0.11846294907060097,2022-10-09 21:01:56.953335,2022-10-09 21:02:21.093380,0 days 00:00:24.140045,SqrtBalanced,smoteenn,Plain,yes,MutualInformation,100,3,0.12625452891591107,Logloss,6,no,Min,17.0,3.9296366220306114,GPU,False,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='MutualInformation',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8ADF31A20>,
                                             number=17))])",smoteenn,no,,yes,MutualInformation,no,17.0,retained,no,0.5968468468468469,0.9839858825081637,0.7467386414754836,0.759722401265048,0.5968468468468469,1.0,0.05437210024653971,0.5411492840741229,0.11846294907060097,0.0746926590196298,0.11861471861471862,0.16666666666666666,COMPLETE
9,0.0,2022-10-09 21:02:21.289368,2022-10-09 21:02:27.517852,0 days 00:00:06.228484,SqrtBalanced,,Plain,,,100,3,0.020094933318187923,Logloss,5,yes,Min,18.0,0.31858116764354055,GPU,False,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_self',
                                             model=<catboost.core.CatBoostClassifier object at 0x000001B8C53AC3D0>,
                                             number=18))])",no,no,,no,FeatureImportance_self,yes,18.0,retained,no,0.9522388084656721,0.975,0.9739091318038687,0.9733355954486146,1.0,0.9500000000000001,0.04477631859918855,0.49140011408011935,0.0,-0.021650925349091948,0.0,0.0,COMPLETE
