number,value,datetime_start,datetime_complete,duration,params_C,params_balancing,params_class_weight,params_cluster_indicator,params_damping,params_drop_correlated,params_dual,params_feature_selection,params_number_features,params_outlier,params_penalty,params_scaling,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.136577261896955,2022-10-09 13:46:04.585641,2022-10-09 13:46:19.831564,0 days 00:00:15.245923,0.05150177448402826,smotetomek,None,yes,0.5862281168919287,no,False,FeatureImportance_ET,19.0,retained,l1,Robust,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.5862281168919287,
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=LinearSVC(C=0.05150177448402826,
                                                             dual=False,
                                                             penalty='l1',
                                                             random_state=120),
                                             number=19,
                                             scaling_indicator='Robust'))])",smotetomek,yes,0.5862281168919287,no,FeatureImportance_ET,no,19.0,retained,Robust,0.08798617049128739,0.6466958784631863,0.2208429118773946,0.19114897355818675,0.15555795225769342,0.3964912280701754,0.06017788315608016,0.5674705902427372,0.136577261896955,0.10000660433712712,0.11740558292282428,0.20370370370370372,COMPLETE
1,0.10467856817323595,2022-10-09 13:46:20.039144,2022-10-09 13:46:21.071158,0 days 00:00:01.032014,0.06479839508949997,smoteenn,None,no,,no,False,ANOVA,9.0,retained,l2,Standard,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=LinearSVC(C=0.06479839508949997,
                                                             dual=False,
                                                             random_state=120),
                                             number=9,
                                             scaling_indicator='Standard'))])",smoteenn,no,,no,ANOVA,no,9.0,retained,Standard,0.07673072059371554,0.6686592857885497,0.16440254122735876,0.15533566636514415,0.09539513208656286,0.6192982456140351,0.052567925801144416,0.5573586552196529,0.10467856817323595,0.05353337631802735,0.061393952091626514,0.37407407407407406,COMPLETE
2,0.04178537511870845,2022-10-09 13:46:21.267302,2022-10-09 13:46:37.465678,0 days 00:00:16.198376,0.2564754888502693,no,None,no,,yes,False,BorutaShap,,capped,l2,Standard,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=LinearSVC(C=0.2564754888502693,
                                                             dual=False,
                                                             random_state=120),
                                             scaling_indicator='Standard'))])",no,no,,yes,BorutaShap,no,,capped,Standard,1.0,1.0,1.0,1.0,1.0,1.0,0.04356578285069943,0.49534124093818704,0.04178537511870845,-0.010834080316089822,0.030012771392081736,0.07037037037037037,COMPLETE
3,0.07430340557275543,2022-10-09 13:46:37.686303,2022-10-09 13:46:57.185383,0 days 00:00:19.499080,0.09828857026342197,smoteenc,None,yes,0.7167867122595047,yes,False,Lasso,30.0,capped,l1,Combine,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.7167867122595047,
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LinearSVC(C=0.09828857026342197,
                                                             dual=False,
                                                             penalty='l1',
                                                             random_state=120),
                                             number=30,
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.7167867122595047,yes,Lasso,no,30.0,capped,Combine,0.33781916215658175,0.7656760137085575,0.5554823115798726,0.5370163182132854,0.5652604476133888,0.5508771929824562,0.048824352860227294,0.5226985310965829,0.07430340557275543,0.04545959829430272,0.08095238095238096,0.07037037037037037,COMPLETE
4,0.08870277474857628,2022-10-09 13:46:57.391180,2022-10-09 13:47:05.208434,0 days 00:00:07.817254,0.005237844018751225,no,balanced,yes,0.5496387042560241,yes,False,Lasso,13.0,capped,l1,Robust,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.5496387042560241,
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=LinearSVC(C=0.005237844018751225,
                                                             class_weight='balanced',
                                                             dual=False,
                                                             penalty='l1',
                                                             random_state=120),
                                             number=13,
                                             scaling_indicator='Robust'))])",no,yes,0.5496387042560241,yes,Lasso,no,13.0,capped,Robust,0.07251344489115985,0.6904096180958824,0.14035763778204988,0.15524966022486414,0.07655727922005541,0.8464912280701755,0.04681109728864136,0.5272222465983162,0.08870277474857628,0.023263665496679863,0.04832185907915985,0.5481481481481482,COMPLETE
5,0.03508771929824562,2022-10-09 13:47:05.417481,2022-10-09 13:47:18.886121,0 days 00:00:13.468640,0.13232592146485977,smoteenn,None,yes,0.8863318976304557,,False,FeatureWiz,,capped,l1,Robust,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.8863318976304557,
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=LinearSVC(C=0.13232592146485977,
                                                             dual=False,
                                                             penalty='l1',
                                                             random_state=120),
                                             scaling_indicator='Robust'))])",smoteenn,yes,0.8863318976304557,no,FeatureWiz,no,,capped,Robust,0.8432539682539683,0.9957028143359244,0.9142706131078224,0.9140221273565238,0.8432539682539683,1.0,0.045557216409234345,0.508066780746786,0.03508771929824562,0.010537907186928925,0.037037037037037035,0.03333333333333333,COMPLETE
6,0.08635422548466028,2022-10-09 13:47:19.129421,2022-10-09 13:47:25.140867,0 days 00:00:06.011446,0.2191913341839089,smoteenc,None,yes,0.6863036079953112,no,False,ANOVA,5.0,capped,l2,Combine,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.6863036079953112,
                                             drop_correlated='no',
                                             method='ANOVA',
                                             model=LinearSVC(C=0.2191913341839089,
                                                             dual=False,
                                                             random_state=120),
                                             number=5,
                                             scaling_indicator='Combine'))])",smoteenc,yes,0.6863036079953112,no,ANOVA,no,5.0,capped,Combine,0.08543962838357426,0.6735469812451548,0.1904027042915932,0.1778496795448059,0.11749858967330899,0.5868421052631579,0.050075546398416354,0.5369600085803851,0.08635422548466028,0.030738014565689198,0.05085085085085086,0.3037037037037037,COMPLETE
7,0.10453631926500144,2022-10-09 13:47:25.355613,2022-10-09 13:47:50.850435,0 days 00:00:25.494822,0.008944146859388753,smoteenn,None,no,,yes,False,BorutaShap,,capped,l2,MinMax,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=LinearSVC(C=0.008944146859388753,
                                                             dual=False,
                                                             random_state=120),
                                             scaling_indicator='MinMax'))])",smoteenn,no,,yes,BorutaShap,no,,capped,MinMax,0.253463061682934,0.8744299513889008,0.4305163435598218,0.4597271875905699,0.29278670636010445,0.8464912280701754,0.05021033707651418,0.5451242937026799,0.10453631926500144,0.05383092206351098,0.07141624978437122,0.2074074074074074,COMPLETE
8,0.09916094584286805,2022-10-09 13:47:51.049093,2022-10-09 13:48:05.052343,0 days 00:00:14.003250,0.08777793483787134,smoteenc,balanced,yes,0.6675909017973682,no,False,Lasso,13.0,retained,l2,Standard,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.6675909017973682,
                                             drop_correlated='no',
                                             method='Lasso',
                                             model=LinearSVC(C=0.08777793483787134,
                                                             class_weight='balanced',
                                                             dual=False,
                                                             random_state=120),
                                             number=13,
                                             scaling_indicator='Standard'))])",smoteenc,yes,0.6675909017973682,no,Lasso,no,13.0,retained,Standard,0.2778174551338379,0.8791082946726471,0.4544937869746053,0.47974293441228233,0.3125501651337517,0.8464912280701755,0.056242893462624406,0.5349536122933517,0.09916094584286805,0.06168277647479329,0.09230769230769231,0.1074074074074074,COMPLETE
9,0.14103616813294234,2022-10-09 13:48:05.242898,2022-10-09 13:48:12.530288,0 days 00:00:07.287390,0.043845319776751795,smoteenc,None,yes,0.7871548213739485,no,False,FeatureImportance_ET,12.0,capped,l1,MinMax,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             damping=0.7871548213739485,
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=LinearSVC(C=0.043845319776751795,
                                                             dual=False,
                                                             penalty='l1',
                                                             random_state=120),
                                             number=12,
                                             scaling_indicator='MinMax'))])",smoteenc,yes,0.7871548213739485,no,FeatureImportance_ET,no,12.0,capped,MinMax,0.07590565466303424,0.6131443150321737,0.18562226823096387,0.14641961365639014,0.12848415074065547,0.3614035087719298,0.061034009173022624,0.5807392294229204,0.14103616813294234,0.1028381576891317,0.10555555555555556,0.2740740740740741,COMPLETE
