number,value,datetime_start,datetime_complete,duration,params_alpha,params_balancing,params_booster,params_colsample_bytree,params_drop_correlated,params_eta,params_eval_metric,params_feature_selection,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_missing,params_num_round,params_number_features,params_objective,params_rate_drop,params_scale_pos_weight,params_single_precision_histogram,params_subsample,params_tree_method,params_verbosity,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.0606060606060606,2022-10-09 17:33:12.776135,2022-10-09 17:33:34.378644,0 days 00:00:21.602509,0.3948589324426178,,dart,0.7825830014421966,,0.3993217253151111,aucpr,,2.08572308112638,11.861465017442846,3,0.19010868574770934,yes,100,22.0,binary:logistic,0.0032088989749328935,1.0,True,0.6516697736111416,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=11.861465017442846,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=3,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.19010868574770934,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=22))])",no,no,,no,FeatureImportance_self,yes,22.0,retained,no,0.6870073164975219,0.8364035087719298,0.8042929292929294,0.8141736140348715,1.0,0.6728070175438597,0.060372031224049154,0.516957229705683,0.0606060606060606,0.06921420078958916,0.16666666666666666,0.037037037037037035,COMPLETE
11,0.08539636007447167,2022-10-09 17:33:34.616746,2022-10-09 17:33:54.679283,0 days 00:00:20.062537,0.17464763758199403,smoteenn,gbtree,0.7988946314288277,no,0.24278764465567151,aucpr,ANOVA,0.1625287547299244,2.3291831016613904,3,7.23273003729667,no,100,1.0,binary:logistic,,22.06896551724138,True,0.9283735851510581,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=2.3291831016613904,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=3,
                                                                 max_leaves=None,
                                                                 min_child_weight=7.23273003729667,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=1))])",smoteenn,no,,no,ANOVA,no,1.0,retained,no,0.05151242507335193,0.5726352844321224,0.09996015788559733,0.06240968091105111,0.05310474962281873,0.8982456140350877,0.04477466313407962,0.5148550353697122,0.08539636007447167,0.012618195716587406,0.04540603117085957,0.7518518518518519,COMPLETE
12,0.0,2022-10-09 17:33:54.898957,2022-10-09 17:34:16.191398,0 days 00:00:21.292441,3.639106244298102,,dart,0.9206501319372149,,0.4317942230447253,aucpr,,1.3765039353472523,0.2457720988460127,5,1.402687886612968,yes,100,13.0,binary:logistic,0.02795428648003628,1.0,True,0.8521230130043896,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.2457720988460127,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=5,
                                                                 max_leaves=None,
                                                                 min_child_weight=1.402687886612968,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=13))])",no,no,,no,FeatureImportance_self,yes,13.0,retained,no,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
13,0.0,2022-10-09 17:34:16.417624,2022-10-09 17:34:36.880049,0 days 00:00:20.462425,0.4888646403213796,,dart,0.9122981156120806,,0.35922680174308924,aucpr,,5.285008142640779,0.3144236364293574,10,0.11863144525115975,yes,100,14.0,binary:logistic,0.003988011237014387,1.0,True,0.7747878978242759,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.3144236364293574,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=10,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.11863144525115975,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=14))])",no,no,,no,FeatureImportance_self,yes,14.0,retained,no,0.2263551254818661,0.5956140350877193,0.31543697848045676,0.42183697069817,1.0,0.1912280701754386,0.04334828101644245,0.4992175273865415,0.0,-0.00484744015742698,0.0,0.0,COMPLETE
14,0.0,2022-10-09 17:34:37.094142,2022-10-09 17:34:58.758690,0 days 00:00:21.664548,0.10836828227843015,,dart,0.937523795806878,,0.2245877748507411,aucpr,,4.120520250389383,0.10755037580704425,4,0.10091847045034226,yes,100,13.0,binary:logistic,0.02636760393116796,1.0,True,0.8952127924226028,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.10755037580704425,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=4,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.10091847045034226,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=13))])",no,no,,no,FeatureImportance_self,yes,13.0,retained,no,0.16004641648965462,0.5609649122807018,0.21118012422360247,0.32931026846523065,1.0,0.1219298245614035,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
15,0.08111076598471556,2022-10-09 17:34:58.998712,2022-10-09 17:35:36.699756,0 days 00:00:37.701044,0.20606894231047707,smoteenn,gbtree,0.6903391247188788,no,0.34980123118757545,aucpr,Lasso,1.4443090391508278,249.74811789117723,2,39.73966093600774,no,100,17.0,binary:logistic,,22.06896551724138,True,0.7675277203771165,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=249.74811789117723,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=2,
                                                                 max_leaves=None,
                                                                 min_child_weight=39.73966093600774,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=17))])",smoteenn,no,,no,Lasso,no,17.0,retained,no,0.05544187651207155,0.6140568364650564,0.10505833295699167,0.11241280696004859,0.05544187651207155,1.0,0.04377817055776626,0.4973612878377917,0.08111076598471556,-0.0012141468574828572,0.04273821264304841,0.7962962962962963,COMPLETE
16,0.06636271529888552,2022-10-09 17:35:36.931610,2022-10-09 17:35:57.077693,0 days 00:00:20.146083,1.8828782757988132,,dart,0.7505187035601474,,0.3318849525070388,aucpr,,0.1247414299459424,62.45729342227805,3,49.30400480369737,yes,100,10.0,binary:logistic,0.07013836657433295,22.06896551724138,True,0.8966511748749287,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=62.45729342227805,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=3,
                                                                 max_leaves=None,
                                                                 min_child_weight=49.30400480369737,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=10))])",no,no,,no,FeatureImportance_self,yes,10.0,retained,no,0.2217603891949678,0.9026811236511195,0.371185696199261,0.4284848552030225,0.2307321849117515,0.9491228070175438,0.04713463582846275,0.5058244238710211,0.06636271529888552,0.0022883577868390245,0.041211424190147596,0.17407407407407405,COMPLETE
17,0.0,2022-10-09 17:35:57.321549,2022-10-09 17:36:00.233768,0 days 00:00:02.912219,0.11091530214071255,,gbtree,0.5676866024098686,,0.26004845517526454,aucpr,,0.12218942600595419,2.527190890762033,1,227.5020403062453,yes,100,19.0,binary:logistic,,22.06896551724138,True,0.9785600544922561,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('featureselection',
                 FeatureSelectionTransformer(categorical=['Sensor73_na',
                                                          'Sensor74_na',
                                                          'Sensor76_na',
                                                          'Sensor77_na',
                                                          'Sensor78_na',
                                                          'Sensor79_na',
                                                          'Sensor80_na',
                                                          'Sensor81_na',
                                                          'Sensor82_na',
                                                          'Sensor83_na',
                                                          'Sensor86_na',
                                                          'Sensor90_na',
                                                          'Sensor91_na',
                                                          'Sensor110_na',
                                                          'Sensor111_na',
                                                          'Sensor112_na',
                                                          'Sensor113_na',
                                                          'Sensor119_na'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=2.527190890762033,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=1,
                                                                 max_leaves=None,
                                                                 min_child_weight=227.5020403062453,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=19))])",no,no,,no,FeatureImportance_self,yes,19.0,retained,no,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
18,0.08612836438923395,2022-10-09 17:36:00.457651,2022-10-09 17:36:33.103741,0 days 00:00:32.646090,0.2953645718293311,no,gbtree,0.9411974921926498,yes,0.1377415157061706,aucpr,Lasso,0.7173810772203136,317.169205885765,1,4.568679974185754,no,100,30.0,binary:logistic,,22.06896551724138,True,0.8203220357380808,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=317.169205885765,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=1,
                                                                 max_leaves=None,
                                                                 min_child_weight=4.568679974185754,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=30))])",no,no,,yes,Lasso,no,30.0,retained,no,0.42153726262253394,0.9683529226359981,0.5921315286730411,0.627930717130551,0.42153726262253394,1.0,0.05193331033689778,0.5182557442265221,0.08612836438923395,0.02996532615927462,0.06564102564102564,0.13333333333333333,COMPLETE
19,0.08873969877806194,2022-10-09 17:36:33.327709,2022-10-09 17:36:46.851547,0 days 00:00:13.523838,0.12379496362635466,smoteenn,gbtree,0.9898531529897112,no,0.1423810219879344,aucpr,ANOVA,0.4712299501774282,85.4742685698956,1,11.707619803999288,no,100,30.0,binary:logistic,,1.0,True,0.7923361900878505,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=85.4742685698956,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=1,
                                                                 max_leaves=None,
                                                                 min_child_weight=11.707619803999288,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=30))])",smoteenn,no,,no,ANOVA,no,30.0,retained,no,0.14285272180296468,0.791486325681054,0.286489625891212,0.31002036031148006,0.18111699948545004,0.743859649122807,0.047784246589926714,0.5242130178091742,0.08873969877806194,0.02545819154739765,0.05410256410256411,0.27037037037037037,COMPLETE
